CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,LSTAT,AUTOFE_F_1,AUTOFE_F_6,AUTOFE_F_7,AUTOFE_F_10,AUTOFE_F_13,AUTOFE_F_16,AUTOFE_F_19,AUTOFE_F_27,AUTOFE_F_28,AUTOFE_F_30,AUTOFE_F_31,AUTOFE_F_33,AUTOFE_F_35,AUTOFE_F_41,AUTOFE_F_48
0.16902,0,25.65,0,0.581,5.986,88.4,1.9929,2,188,19.1,14.81,3.9931,109.228,0.003090425532,2.581,88,3.986,-162.35,27.65,23.65,19.1,9.842931937,4822.2,0.581,1.342931937,6
0.38735,0,25.65,0,0.581,5.613,95.6,1.7572,2,188,19.1,27.26,3.8558,109.228,0.003090425532,2.581,96,3.613,-162.35,27.65,23.65,19.1,9.842931937,4822.2,0.581,1.342931937,6
0.25915,0,21.89,0,0.624,5.693,96,1.7883,4,437,21.2,17.19,3.9047,272.688,0.00142791762,4.624,96,1.693,-415.11,25.89,17.89,21.2,20.613207547,9565.93,0.624,1.03254717,6
0.32543,0,21.89,0,0.624,6.431,98.8,1.8125,4,437,21.2,15.39,4.6185,272.688,0.00142791762,4.624,99,2.431,-415.11,25.89,17.89,21.2,20.613207547,9565.93,0.624,1.03254717,6
0.88125,0,21.89,0,0.624,5.637,94.7,1.9799,4,437,21.2,18.34,3.6571,272.688,0.00142791762,4.624,95,1.637,-415.11,25.89,17.89,21.2,20.613207547,9565.93,0.624,1.03254717,6
0.34006,0,21.89,0,0.624,6.458,98.9,2.1185,4,437,21.2,12.6,4.3395,272.688,0.00142791762,4.624,99,2.458,-415.11,25.89,17.89,21.2,20.613207547,9565.93,0.624,1.03254717,6
1.19294,0,21.89,0,0.624,6.326,97.7,2.271,4,437,21.2,12.26,4.055,272.688,0.00142791762,4.624,98,2.326,-415.11,25.89,17.89,21.2,20.613207547,9565.93,0.624,1.03254717,6
0.59005,0,21.89,0,0.624,6.372,97.9,2.3274,4,437,21.2,11.12,4.0446,272.688,0.00142791762,4.624,98,2.372,-415.11,25.89,17.89,21.2,20.613207547,9565.93,0.624,1.03254717,6
0.32982,0,21.89,0,0.624,5.822,95.4,2.4699,4,437,21.2,15.03,3.3521,272.688,0.00142791762,4.624,95,1.822,-415.11,25.89,17.89,21.2,20.613207547,9565.93,0.624,1.03254717,6
0.97617,0,21.89,0,0.624,5.757,98.4,2.346,4,437,21.2,17.31,3.411,272.688,0.00142791762,4.624,98,1.757,-415.11,25.89,17.89,21.2,20.613207547,9565.93,0.624,1.03254717,6
0.55778,0,21.89,0,0.624,6.335,98.2,2.1107,4,437,21.2,16.96,4.2243,272.688,0.00142791762,4.624,98,2.335,-415.11,25.89,17.89,21.2,20.613207547,9565.93,0.624,1.03254717,6
0.32264,0,21.89,0,0.624,5.942,93.5,1.9669,4,437,21.2,16.9,3.9751,272.688,0.00142791762,4.624,94,1.942,-415.11,25.89,17.89,21.2,20.613207547,9565.93,0.624,1.03254717,6
0.35233,0,21.89,0,0.624,6.454,98.4,1.8498,4,437,21.2,14.59,4.6042,272.688,0.00142791762,4.624,98,2.454,-415.11,25.89,17.89,21.2,20.613207547,9565.93,0.624,1.03254717,6
0.2498,0,21.89,0,0.624,5.857,98.2,1.6686,4,437,21.2,21.32,4.1884,272.688,0.00142791762,4.624,98,1.857,-415.11,25.89,17.89,21.2,20.613207547,9565.93,0.624,1.03254717,6
0.54452,0,21.89,0,0.624,6.151,97.9,1.6687,4,437,21.2,18.46,4.4823,272.688,0.00142791762,4.624,98,2.151,-415.11,25.89,17.89,21.2,20.613207547,9565.93,0.624,1.03254717,6
0.2909,0,21.89,0,0.624,6.174,93.6,1.6119,4,437,21.2,24.16,4.5621,272.688,0.00142791762,4.624,94,2.174,-415.11,25.89,17.89,21.2,20.613207547,9565.93,0.624,1.03254717,6
1.62864,0,21.89,0,0.624,5.019,100,1.4394,4,437,21.2,34.41,3.5796,272.688,0.00142791762,4.624,100,1.019,-415.11,25.89,17.89,21.2,20.613207547,9565.93,0.624,1.03254717,5
3.32105,0,19.58,1,0.871,5.403,100,1.3216,5,403,14.7,26.82,4.0814,351.013,0.002161290323,5.871,100,0.403,-383.42,24.58,14.58,15.7,27.414965986,7890.74,1.871,1.331972789,5
4.0974,0,19.58,0,0.871,5.468,100,1.4118,5,403,14.7,26.42,4.0562,351.013,0.002161290323,5.871,100,0.468,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.871,1.331972789,5
2.77974,0,19.58,0,0.871,4.903,97.8,1.3459,5,403,14.7,29.29,3.5571,351.013,0.002161290323,5.871,98,-0.097,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.871,1.331972789,5
2.37934,0,19.58,0,0.871,6.13,100,1.4191,5,403,14.7,27.8,4.7109,351.013,0.002161290323,5.871,100,1.13,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.871,1.331972789,6
2.15505,0,19.58,0,0.871,5.628,100,1.5166,5,403,14.7,16.65,4.1114,351.013,0.002161290323,5.871,100,0.628,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.871,1.331972789,6
2.36862,0,19.58,0,0.871,4.926,95.7,1.4608,5,403,14.7,29.53,3.4652,351.013,0.002161290323,5.871,96,-0.074,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.871,1.331972789,5
2.33099,0,19.58,0,0.871,5.186,93.8,1.5296,5,403,14.7,28.32,3.6564,351.013,0.002161290323,5.871,94,0.186,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.871,1.331972789,5
2.73397,0,19.58,0,0.871,5.597,94.9,1.5257,5,403,14.7,21.45,4.0713,351.013,0.002161290323,5.871,95,0.597,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.871,1.331972789,6
1.6566,0,19.58,0,0.871,6.122,97.3,1.618,5,403,14.7,14.1,4.504,351.013,0.002161290323,5.871,97,1.122,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.871,1.331972789,6
1.49632,0,19.58,0,0.871,5.404,100,1.5916,5,403,14.7,13.28,3.8124,351.013,0.002161290323,5.871,100,0.404,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.871,1.331972789,5
1.12658,0,19.58,1,0.871,5.012,88,1.6102,5,403,14.7,12.12,3.4018,351.013,0.002161290323,5.871,88,0.012,-383.42,24.58,14.58,15.7,27.414965986,7890.74,1.871,1.331972789,5
2.14918,0,19.58,0,0.871,5.709,98.5,1.6232,5,403,14.7,15.79,4.0858,351.013,0.002161290323,5.871,99,0.709,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.871,1.331972789,6
1.41385,0,19.58,1,0.871,6.129,96,1.7494,5,403,14.7,15.12,4.3796,351.013,0.002161290323,5.871,96,1.129,-383.42,24.58,14.58,15.7,27.414965986,7890.74,1.871,1.331972789,6
3.53501,0,19.58,1,0.871,6.152,82.6,1.7455,5,403,14.7,15.02,4.4065,351.013,0.002161290323,5.871,83,1.152,-383.42,24.58,14.58,15.7,27.414965986,7890.74,1.871,1.331972789,6
2.44668,0,19.58,0,0.871,5.272,94,1.7364,5,403,14.7,16.14,3.5356,351.013,0.002161290323,5.871,94,0.272,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.871,1.331972789,5
1.22358,0,19.58,0,0.605,6.943,97.4,1.8773,5,403,14.7,4.59,5.0657,243.815,0.001501240695,5.605,97,1.943,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.605,1.331972789,7
1.34284,0,19.58,0,0.605,6.066,100,1.7573,5,403,14.7,6.43,4.3087,243.815,0.001501240695,5.605,100,1.066,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.605,1.331972789,6
1.42502,0,19.58,0,0.871,6.51,100,1.7659,5,403,14.7,7.39,4.7441,351.013,0.002161290323,5.871,100,1.51,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.871,1.331972789,7
1.27346,0,19.58,1,0.605,6.25,92.6,1.7984,5,403,14.7,5.5,4.4516,243.815,0.001501240695,5.605,93,1.25,-383.42,24.58,14.58,15.7,27.414965986,7890.74,1.605,1.331972789,6
1.46336,0,19.58,0,0.605,7.489,90.8,1.9709,5,403,14.7,1.73,5.5181,243.815,0.001501240695,5.605,91,2.489,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.605,1.331972789,7
1.83377,0,19.58,1,0.605,7.802,98.2,2.0407,5,403,14.7,1.92,5.7613,243.815,0.001501240695,5.605,98,2.802,-383.42,24.58,14.58,15.7,27.414965986,7890.74,1.605,1.331972789,8
1.51902,0,19.58,1,0.605,8.375,93.9,2.162,5,403,14.7,3.32,6.213,243.815,0.001501240695,5.605,94,3.375,-383.42,24.58,14.58,15.7,27.414965986,7890.74,1.605,1.331972789,8
2.24236,0,19.58,0,0.605,5.854,91.8,2.422,5,403,14.7,11.64,3.432,243.815,0.001501240695,5.605,92,0.854,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.605,1.331972789,6
2.924,0,19.58,0,0.605,6.101,93,2.2834,5,403,14.7,9.81,3.8176,243.815,0.001501240695,5.605,93,1.101,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.605,1.331972789,6
2.01019,0,19.58,0,0.605,7.929,96.2,2.0459,5,403,14.7,3.7,5.8831,243.815,0.001501240695,5.605,96,2.929,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.605,1.331972789,8
1.80028,0,19.58,0,0.605,5.877,79.2,2.4259,5,403,14.7,12.14,3.4511,243.815,0.001501240695,5.605,79,0.877,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.605,1.331972789,6
2.3004,0,19.58,0,0.605,6.319,96.1,2.1,5,403,14.7,11.1,4.219,243.815,0.001501240695,5.605,96,1.319,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.605,1.331972789,6
2.44953,0,19.58,0,0.605,6.402,95.2,2.2625,5,403,14.7,11.32,4.1395,243.815,0.001501240695,5.605,95,1.402,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.605,1.331972789,6
1.20742,0,19.58,0,0.605,5.875,94.6,2.4259,5,403,14.7,14.43,3.4491,243.815,0.001501240695,5.605,95,0.875,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.605,1.331972789,6
2.3139,0,19.58,0,0.605,5.88,97.3,2.3887,5,403,14.7,12.03,3.4913,243.815,0.001501240695,5.605,97,0.88,-383.42,24.58,14.58,14.7,27.414965986,7890.74,0.605,1.331972789,6
0.13914,0,4.05,0,0.51,5.572,88.5,2.5961,5,296,16.6,14.69,2.9759,150.96,0.001722972973,5.51,89,0.572,-291.95,9.05,-0.95,16.6,17.831325301,1198.8,0.51,0.2439759036,6
0.09178,0,4.05,0,0.51,6.416,84.1,2.6463,5,296,16.6,9.04,3.7697,150.96,0.001722972973,5.51,84,1.416,-291.95,9.05,-0.95,16.6,17.831325301,1198.8,0.51,0.2439759036,6
0.08447,0,4.05,0,0.51,5.859,68.7,2.7019,5,296,16.6,9.64,3.1571,150.96,0.001722972973,5.51,69,0.859,-291.95,9.05,-0.95,16.6,17.831325301,1198.8,0.51,0.2439759036,6
0.06664,0,4.05,0,0.51,6.546,33.1,3.1323,5,296,16.6,5.33,3.4137,150.96,0.001722972973,5.51,33,1.546,-291.95,9.05,-0.95,16.6,17.831325301,1198.8,0.51,0.2439759036,7
0.07022,0,4.05,0,0.51,6.02,47.2,3.5549,5,296,16.6,10.11,2.4651,150.96,0.001722972973,5.51,47,1.02,-291.95,9.05,-0.95,16.6,17.831325301,1198.8,0.51,0.2439759036,6
0.05425,0,4.05,0,0.51,6.315,73.4,3.3175,5,296,16.6,6.29,2.9975,150.96,0.001722972973,5.51,73,1.315,-291.95,9.05,-0.95,16.6,17.831325301,1198.8,0.51,0.2439759036,6
0.06642,0,4.05,0,0.51,6.86,74.4,2.9153,5,296,16.6,6.92,3.9447,150.96,0.001722972973,5.51,74,1.86,-291.95,9.05,-0.95,16.6,17.831325301,1198.8,0.51,0.2439759036,7
0.0578,0,2.46,0,0.488,6.98,58.4,2.829,3,193,17.8,5.04,4.151,94.184,0.002528497409,3.488,58,3.98,-190.54,5.46,-0.54,17.8,10.842696629,474.78,0.488,0.1382022472,7
0.06588,0,2.46,0,0.488,7.765,83.3,2.741,3,193,17.8,7.56,5.024,94.184,0.002528497409,3.488,83,4.765,-190.54,5.46,-0.54,17.8,10.842696629,474.78,0.488,0.1382022472,8
0.06888,0,2.46,0,0.488,6.144,62.2,2.5979,3,193,17.8,9.45,3.5461,94.184,0.002528497409,3.488,62,3.144,-190.54,5.46,-0.54,17.8,10.842696629,474.78,0.488,0.1382022472,6
0.09103,0,2.46,0,0.488,7.155,92.2,2.7006,3,193,17.8,4.82,4.4544,94.184,0.002528497409,3.488,92,4.155,-190.54,5.46,-0.54,17.8,10.842696629,474.78,0.488,0.1382022472,7
0.10008,0,2.46,0,0.488,6.563,95.6,2.847,3,193,17.8,5.68,3.716,94.184,0.002528497409,3.488,96,3.563,-190.54,5.46,-0.54,17.8,10.842696629,474.78,0.488,0.1382022472,7
0.08308,0,2.46,0,0.488,5.604,89.8,2.9879,3,193,17.8,13.98,2.6161,94.184,0.002528497409,3.488,90,2.604,-190.54,5.46,-0.54,17.8,10.842696629,474.78,0.488,0.1382022472,6
0.06047,0,2.46,0,0.488,6.153,68.8,3.2797,3,193,17.8,13.15,2.8733,94.184,0.002528497409,3.488,69,3.153,-190.54,5.46,-0.54,17.8,10.842696629,474.78,0.488,0.1382022472,6
0.05602,0,2.46,0,0.488,7.831,53.6,3.1992,3,193,17.8,4.45,4.6318,94.184,0.002528497409,3.488,54,4.831,-190.54,5.46,-0.54,17.8,10.842696629,474.78,0.488,0.1382022472,8
0.07875,45,3.44,0,0.437,6.782,41.1,3.7886,5,398,15.2,6.68,2.9934,173.926,0.00109798995,5.437,41,1.782,-394.56,8.44,-1.56,15.2,26.184210526,1369.12,0.437,0.2263157895,7
0.12579,45,3.44,0,0.437,6.556,29.1,4.5667,5,398,15.2,4.56,1.9893,173.926,0.00109798995,5.437,29,1.556,-394.56,8.44,-1.56,15.2,26.184210526,1369.12,0.437,0.2263157895,7
0.0837,45,3.44,0,0.437,7.185,38.9,4.5667,5,398,15.2,5.39,2.6183,173.926,0.00109798995,5.437,39,2.185,-394.56,8.44,-1.56,15.2,26.184210526,1369.12,0.437,0.2263157895,7
0.09068,45,3.44,0,0.437,6.951,21.5,6.4798,5,398,15.2,5.1,0.4712,173.926,0.00109798995,5.437,22,1.951,-394.56,8.44,-1.56,15.2,26.184210526,1369.12,0.437,0.2263157895,7
0.06911,45,3.44,0,0.437,6.739,30.8,6.4798,5,398,15.2,4.69,0.2592,173.926,0.00109798995,5.437,31,1.739,-394.56,8.44,-1.56,15.2,26.184210526,1369.12,0.437,0.2263157895,7
0.08664,45,3.44,0,0.437,7.178,26.3,6.4798,5,398,15.2,2.87,0.6982,173.926,0.00109798995,5.437,26,2.178,-394.56,8.44,-1.56,15.2,26.184210526,1369.12,0.437,0.2263157895,7
0.02187,60,2.93,0,0.401,6.8,9.9,6.2196,1,265,15.6,5.03,0.5804,106.265,0.001513207547,1.401,10,5.8,-262.07,3.93,1.93,15.6,16.987179487,776.45,0.401,0.1878205128,7
0.01439,60,2.93,0,0.401,6.604,18.8,6.2196,1,265,15.6,4.38,0.3844,106.265,0.001513207547,1.401,19,5.604,-262.07,3.93,1.93,15.6,16.987179487,776.45,0.401,0.1878205128,7
0.01381,80,0.46,0,0.422,7.875,32,5.6484,4,255,14.4,2.97,2.2266,107.61,0.001654901961,4.422,32,3.875,-254.54,4.46,-3.54,14.4,17.708333333,117.3,0.422,0.03194444444,8
0.04011,80,1.52,0,0.404,7.287,34.1,7.309,2,329,12.6,4.08,-0.022,132.916,0.001227963526,2.404,34,5.287,-327.48,3.52,-0.48,12.6,26.111111111,500.08,0.404,0.1206349206,7
0.04666,80,1.52,0,0.404,7.107,36.6,7.309,2,329,12.6,8.61,-0.202,132.916,0.001227963526,2.404,37,5.107,-327.48,3.52,-0.48,12.6,26.111111111,500.08,0.404,0.1206349206,7
0.03768,80,1.52,0,0.404,7.274,38.3,7.309,2,329,12.6,6.62,-0.035,132.916,0.001227963526,2.404,38,5.274,-327.48,3.52,-0.48,12.6,26.111111111,500.08,0.404,0.1206349206,7
0.0315,95,1.47,0,0.403,6.975,15.3,7.6534,3,402,17,4.56,-0.6784,162.006,0.001002487562,3.403,15,3.975,-400.53,4.47,-1.53,17,23.647058824,590.94,0.403,0.08647058824,7
0.01778,95,1.47,0,0.403,7.135,13.9,7.6534,3,402,17,4.45,-0.5184,162.006,0.001002487562,3.403,14,4.135,-400.53,4.47,-1.53,17,23.647058824,590.94,0.403,0.08647058824,7
0.03445,82.5,2.03,0,0.415,6.162,38.4,6.27,2,348,14.7,7.43,-0.108,144.42,0.001192528736,2.415,38,4.162,-345.97,4.03,0.03,14.7,23.673469388,706.44,0.415,0.1380952381,6
0.02177,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348,14.7,3.11,1.34,144.42,0.001192528736,2.415,16,5.61,-345.97,4.03,0.03,14.7,23.673469388,706.44,0.415,0.1380952381,8
0.0351,95,2.68,0,0.4161,7.853,33.2,5.118,4,224,14.7,3.81,2.735,93.2064,0.001857589286,4.4161,33,3.853,-221.32,6.68,-1.32,14.7,15.238095238,600.32,0.4161,0.1823129252,8
0.02009,95,2.68,0,0.4161,8.034,31.9,5.118,4,224,14.7,2.88,2.916,93.2064,0.001857589286,4.4161,32,4.034,-221.32,6.68,-1.32,14.7,15.238095238,600.32,0.4161,0.1823129252,8
0.13642,0,10.59,0,0.489,5.891,22.3,3.9454,4,277,18.6,10.87,1.9456,135.453,0.00176534296,4.489,22,1.891,-266.41,14.59,6.59,18.6,14.892473118,2933.43,0.489,0.5693548387,6
0.22969,0,10.59,0,0.489,6.326,52.5,4.3549,4,277,18.6,10.97,1.9711,135.453,0.00176534296,4.489,53,2.326,-266.41,14.59,6.59,18.6,14.892473118,2933.43,0.489,0.5693548387,6
0.25199,0,10.59,0,0.489,5.783,72.7,4.3549,4,277,18.6,18.06,1.4281,135.453,0.00176534296,4.489,73,1.783,-266.41,14.59,6.59,18.6,14.892473118,2933.43,0.489,0.5693548387,6
0.13587,0,10.59,1,0.489,6.064,59.1,4.2392,4,277,18.6,14.66,1.8248,135.453,0.00176534296,4.489,59,2.064,-266.41,14.59,6.59,19.6,14.892473118,2933.43,1.489,0.5693548387,6
0.43571,0,10.59,1,0.489,5.344,100,3.875,4,277,18.6,23.09,1.469,135.453,0.00176534296,4.489,100,1.344,-266.41,14.59,6.59,19.6,14.892473118,2933.43,1.489,0.5693548387,5
0.17446,0,10.59,1,0.489,5.96,92.1,3.8771,4,277,18.6,17.27,2.0829,135.453,0.00176534296,4.489,92,1.96,-266.41,14.59,6.59,19.6,14.892473118,2933.43,1.489,0.5693548387,6
0.37578,0,10.59,1,0.489,5.404,88.6,3.665,4,277,18.6,23.98,1.739,135.453,0.00176534296,4.489,89,1.404,-266.41,14.59,6.59,19.6,14.892473118,2933.43,1.489,0.5693548387,5
0.21719,0,10.59,1,0.489,5.807,53.8,3.6526,4,277,18.6,16.03,2.1544,135.453,0.00176534296,4.489,54,1.807,-266.41,14.59,6.59,19.6,14.892473118,2933.43,1.489,0.5693548387,6
0.14052,0,10.59,0,0.489,6.375,32.3,3.9454,4,277,18.6,9.38,2.4296,135.453,0.00176534296,4.489,32,2.375,-266.41,14.59,6.59,18.6,14.892473118,2933.43,0.489,0.5693548387,6
0.28955,0,10.59,0,0.489,5.412,9.8,3.5875,4,277,18.6,29.55,1.8245,135.453,0.00176534296,4.489,10,1.412,-266.41,14.59,6.59,18.6,14.892473118,2933.43,0.489,0.5693548387,5
0.19802,0,10.59,0,0.489,6.182,42.4,3.9454,4,277,18.6,9.47,2.2366,135.453,0.00176534296,4.489,42,2.182,-266.41,14.59,6.59,18.6,14.892473118,2933.43,0.489,0.5693548387,6
0.0456,0,13.89,1,0.55,5.888,56,3.1121,5,276,16.4,13.51,2.7759,151.8,0.001992753623,5.55,56,0.888,-262.11,18.89,8.89,17.4,16.829268293,3833.64,1.55,0.8469512195,6
0.07013,0,13.89,0,0.55,6.642,85.1,3.4211,5,276,16.4,9.69,3.2209,151.8,0.001992753623,5.55,85,1.642,-262.11,18.89,8.89,16.4,16.829268293,3833.64,0.55,0.8469512195,7
0.11069,0,13.89,1,0.55,5.951,93.8,2.8893,5,276,16.4,17.92,3.0617,151.8,0.001992753623,5.55,94,0.951,-262.11,18.89,8.89,17.4,16.829268293,3833.64,1.55,0.8469512195,6
0.11425,0,13.89,1,0.55,6.373,92.4,3.3633,5,276,16.4,10.5,3.0097,151.8,0.001992753623,5.55,92,1.373,-262.11,18.89,8.89,17.4,16.829268293,3833.64,1.55,0.8469512195,6
0.35809,0,6.2,1,0.507,6.951,88.5,2.8617,8,307,17.4,9.71,4.0893,155.649,0.001651465798,8.507,89,-1.049,-300.8,14.2,-1.8,18.4,17.643678161,1903.4,1.507,0.3563218391,7
0.40771,0,6.2,1,0.507,6.164,91.3,3.048,8,307,17.4,21.46,3.116,155.649,0.001651465798,8.507,91,-1.836,-300.8,14.2,-1.8,18.4,17.643678161,1903.4,1.507,0.3563218391,6
0.62356,0,6.2,1,0.507,6.879,77.7,3.2721,8,307,17.4,9.93,3.6069,155.649,0.001651465798,8.507,78,-1.121,-300.8,14.2,-1.8,18.4,17.643678161,1903.4,1.507,0.3563218391,7
0.6147,0,6.2,0,0.507,6.618,80.8,3.2721,8,307,17.4,7.6,3.3459,155.649,0.001651465798,8.507,81,-1.382,-300.8,14.2,-1.8,17.4,17.643678161,1903.4,0.507,0.3563218391,7
0.31533,0,6.2,0,0.504,8.266,78.3,2.8944,8,307,17.4,4.14,5.3716,154.728,0.001641693811,8.504,78,0.266,-300.8,14.2,-1.8,17.4,17.643678161,1903.4,0.504,0.3563218391,8
0.52693,0,6.2,0,0.504,8.725,83,2.8944,8,307,17.4,4.63,5.8306,154.728,0.001641693811,8.504,83,0.725,-300.8,14.2,-1.8,17.4,17.643678161,1903.4,0.504,0.3563218391,9
0.38214,0,6.2,0,0.504,8.04,86.5,3.2157,8,307,17.4,3.13,4.8243,154.728,0.001641693811,8.504,87,0.04,-300.8,14.2,-1.8,17.4,17.643678161,1903.4,0.504,0.3563218391,8
0.41238,0,6.2,0,0.504,7.163,79.9,3.2157,8,307,17.4,6.36,3.9473,154.728,0.001641693811,8.504,80,-0.837,-300.8,14.2,-1.8,17.4,17.643678161,1903.4,0.504,0.3563218391,7
0.29819,0,6.2,0,0.504,7.686,17,3.3751,8,307,17.4,3.92,4.3109,154.728,0.001641693811,8.504,17,-0.314,-300.8,14.2,-1.8,17.4,17.643678161,1903.4,0.504,0.3563218391,8
0.44178,0,6.2,0,0.504,6.552,21.4,3.3751,8,307,17.4,3.76,3.1769,154.728,0.001641693811,8.504,21,-1.448,-300.8,14.2,-1.8,17.4,17.643678161,1903.4,0.504,0.3563218391,7
0.537,0,6.2,0,0.504,5.981,68.1,3.6715,8,307,17.4,11.65,2.3095,154.728,0.001641693811,8.504,68,-2.019,-300.8,14.2,-1.8,17.4,17.643678161,1903.4,0.504,0.3563218391,6
0.46296,0,6.2,0,0.504,7.412,76.9,3.6715,8,307,17.4,5.25,3.7405,154.728,0.001641693811,8.504,77,-0.588,-300.8,14.2,-1.8,17.4,17.643678161,1903.4,0.504,0.3563218391,7
0.57529,0,6.2,0,0.507,8.337,73.3,3.8384,8,307,17.4,2.47,4.4986,155.649,0.001651465798,8.507,73,0.337,-300.8,14.2,-1.8,17.4,17.643678161,1903.4,0.507,0.3563218391,8
0.33147,0,6.2,0,0.507,8.247,70.4,3.6519,8,307,17.4,3.95,4.5951,155.649,0.001651465798,8.507,70,0.247,-300.8,14.2,-1.8,17.4,17.643678161,1903.4,0.507,0.3563218391,8
0.44791,0,6.2,1,0.507,6.726,66.5,3.6519,8,307,17.4,8.05,3.0741,155.649,0.001651465798,8.507,67,-1.274,-300.8,14.2,-1.8,18.4,17.643678161,1903.4,1.507,0.3563218391,7
0.33045,0,6.2,0,0.507,6.086,61.5,3.6519,8,307,17.4,10.88,2.4341,155.649,0.001651465798,8.507,62,-1.914,-300.8,14.2,-1.8,17.4,17.643678161,1903.4,0.507,0.3563218391,6
0.52058,0,6.2,1,0.507,6.631,76.5,4.148,8,307,17.4,9.54,2.483,155.649,0.001651465798,8.507,77,-1.369,-300.8,14.2,-1.8,18.4,17.643678161,1903.4,1.507,0.3563218391,7
0.51183,0,6.2,0,0.507,7.358,71.6,4.148,8,307,17.4,4.73,3.21,155.649,0.001651465798,8.507,72,-0.642,-300.8,14.2,-1.8,17.4,17.643678161,1903.4,0.507,0.3563218391,7
0.08244,30,4.93,0,0.428,6.481,18.5,6.1899,6,300,16.6,6.36,0.2911,128.4,0.001426666667,6.428,19,0.481,-295.07,10.93,-1.07,16.6,18.072289157,1479,0.428,0.2969879518,6
0.09252,30,4.93,0,0.428,6.606,42.2,6.1899,6,300,16.6,7.37,0.4161,128.4,0.001426666667,6.428,42,0.606,-295.07,10.93,-1.07,16.6,18.072289157,1479,0.428,0.2969879518,7
0.11329,30,4.93,0,0.428,6.897,54.3,6.3361,6,300,16.6,11.38,0.5609,128.4,0.001426666667,6.428,54,0.897,-295.07,10.93,-1.07,16.6,18.072289157,1479,0.428,0.2969879518,7
0.10612,30,4.93,0,0.428,6.095,65.1,6.3361,6,300,16.6,12.4,-0.2411,128.4,0.001426666667,6.428,65,0.095,-295.07,10.93,-1.07,16.6,18.072289157,1479,0.428,0.2969879518,6
0.1029,30,4.93,0,0.428,6.358,52.9,7.0355,6,300,16.6,11.22,-0.6775,128.4,0.001426666667,6.428,53,0.358,-295.07,10.93,-1.07,16.6,18.072289157,1479,0.428,0.2969879518,6
0.12757,30,4.93,0,0.428,6.393,7.8,7.0355,6,300,16.6,5.19,-0.6425,128.4,0.001426666667,6.428,8,0.393,-295.07,10.93,-1.07,16.6,18.072289157,1479,0.428,0.2969879518,6
0.20608,22,5.86,0,0.431,5.593,76.5,7.9549,7,330,19.1,12.5,-2.3619,142.23,0.001306060606,7.431,77,-1.407,-324.14,12.86,-1.14,19.1,17.277486911,1933.8,0.431,0.3068062827,6
0.19133,22,5.86,0,0.431,5.605,70.2,7.9549,7,330,19.1,18.46,-2.3499,142.23,0.001306060606,7.431,70,-1.395,-324.14,12.86,-1.14,19.1,17.277486911,1933.8,0.431,0.3068062827,6
0.33983,22,5.86,0,0.431,6.108,34.9,8.0555,7,330,19.1,9.16,-1.9475,142.23,0.001306060606,7.431,35,-0.892,-324.14,12.86,-1.14,19.1,17.277486911,1933.8,0.431,0.3068062827,6
0.19657,22,5.86,0,0.431,6.226,79.2,8.0555,7,330,19.1,10.15,-1.8295,142.23,0.001306060606,7.431,79,-0.774,-324.14,12.86,-1.14,19.1,17.277486911,1933.8,0.431,0.3068062827,6
0.16439,22,5.86,0,0.431,6.433,49.1,7.8265,7,330,19.1,9.52,-1.3935,142.23,0.001306060606,7.431,49,-0.567,-324.14,12.86,-1.14,19.1,17.277486911,1933.8,0.431,0.3068062827,6
0.19073,22,5.86,0,0.431,6.718,17.5,7.8265,7,330,19.1,6.56,-1.1085,142.23,0.001306060606,7.431,18,-0.282,-324.14,12.86,-1.14,19.1,17.277486911,1933.8,0.431,0.3068062827,7
0.1403,22,5.86,0,0.431,6.487,13,7.3967,7,330,19.1,5.9,-0.9097,142.23,0.001306060606,7.431,13,-0.513,-324.14,12.86,-1.14,19.1,17.277486911,1933.8,0.431,0.3068062827,6
